name,run_time,spearman_avg,spearman_var,spearman_med,mae_avg,mae_var,mae_med
m1_val_mlp_10_alpha_tanh_activation_hidden_layers_10,824.9805610179901,0.63481120515825096,0.26418049830771245,0.84677594442032134,29.552813235482549,63.781917580578259,28.727645830430962
m1_val_mlp_100_alpha_tanh_activation_hidden_layers_10,848.3174560070038,0.67738863543085581,0.20066121235028556,0.8523664785062961,28.4571226346016,57.921941768836916,27.682101733135113
m1_val_mlp_1000_alpha_tanh_activation_hidden_layers_10,1051.1240129470825,0.77396561364271732,0.076838453849540703,0.86305905340859745,28.480525446412521,58.040535713354075,27.8497103432471
m1_val_mlp_10000_alpha_tanh_activation_hidden_layers_10,1650.1214668750763,0.78847646607462563,0.058179951295125577,0.86338471558836294,44.555869226248589,58.275592094460286,43.610179658260137
m1_val_mlp_100000_alpha_tanh_activation_hidden_layers_10,1895.6623148918152,0.78299374252761378,0.066630826842771357,0.862679114198871,51.769521153097138,59.381582768454244,50.818796032611658
m1_val_mlp_1000000_alpha_tanh_activation_hidden_layers_10,2424.700737953186,0.78363763167756162,0.064195681712809885,0.86544724272687801,52.608699033301342,59.369537647813999,51.62099223382549
m1_val_mlp_10000000_alpha_tanh_activation_hidden_layers_10,1654.9724490642548,0.37934037794657371,0.52194371351284274,0.80655666521927927,52.706188151744023,59.500341384212199,51.596077538601037
m1_val_mlp_1e-08_alpha_identity_activation_hidden_layers_20,726.7039730548859,0.79187197758730399,0.054707203957651038,0.86854103343465039,14.836794534472943,46.985069153828057,13.679174746906439
m1_val_mlp_1e-07_alpha_identity_activation_hidden_layers_20,709.8355748653412,0.79008693247045225,0.050533262189292764,0.85980243161094227,15.233622969984038,46.393648326815601,14.082636181910177
m1_val_mlp_1e-06_alpha_identity_activation_hidden_layers_20,694.5303180217743,0.79464114704465294,0.04937437916393584,0.85790273556231,14.621584855335474,47.509769593935808,13.36673945604087
m1_val_mlp_1e-05_alpha_identity_activation_hidden_layers_20,717.290452003479,0.79513008642687633,0.052698069717281727,0.86810681719496308,15.132112743772545,49.471676343805711,13.624800202912956
m1_val_mlp_0.0001_alpha_identity_activation_hidden_layers_20,710.7010760307312,0.79441571149007539,0.050037822236132762,0.87125488493269643,14.791068109761506,44.911623504869951,13.979503752429316
m1_val_mlp_0.001_alpha_identity_activation_hidden_layers_20,692.9280722141266,0.79614811532307472,0.049640790280548221,0.87054928354320449,14.725518436777492,43.470506591324671,13.709449059061598
m1_val_mlp_0.01_alpha_identity_activation_hidden_layers_20,703.3979117870331,0.7954902479791105,0.04752849988792849,0.86680416847590103,15.217686861643044,47.853061766635172,14.10912498772621
m1_val_mlp_0.1_alpha_identity_activation_hidden_layers_20,709.9260699748993,0.79083431973780483,0.051792138146077721,0.86750976986539297,14.56580033873937,40.808720250752685,13.502490611926005
m1_val_mlp_1_alpha_identity_activation_hidden_layers_20,705.3968288898468,0.78781175833784378,0.054442319235845124,0.86311333043855842,14.933376334320391,46.180156405519583,13.663005000979579
m1_val_mlp_10_alpha_identity_activation_hidden_layers_20,708.9855308532715,0.78942847030972085,0.052326077242257137,0.86077941815023884,14.853778435125339,52.020451670131486,13.433606018391906
m1_val_mlp_100_alpha_identity_activation_hidden_layers_20,719.5601940155029,0.79091908112705878,0.050655964188855637,0.8589882761615284,14.871902710167669,49.885576000652478,13.905839750632879
